sintoma,texto,deficiencia de nutrientes,disponible en ingredientes,source
grietas en comisuras de la boca,tengo boqueras que duelen,riboflavina (b2); vitamina b6; hierro,"leche, yogur, queso, huevos, champinones, carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, patata, platano, aguacate, brocoli, coliflor",original
grietas en comisuras de la boca,desde hace semanas tengo boqueras que duelen y cada vez mas frecuente,riboflavina (b2); vitamina b6; hierro,"leche, yogur, queso, huevos, champinones, carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, patata, platano, aguacate, brocoli, coliflor",parafraseado
grietas en comisuras de la boca,por las mananas tengo boqueras que duelen y va a peor,riboflavina (b2); vitamina b6; hierro,"leche, yogur, queso, huevos, champinones, carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, patata, platano, aguacate, brocoli, coliflor",parafraseado
grietas en comisuras de la boca,ultimamente tengo boqueras que duelen y me pasa a menudo,riboflavina (b2); vitamina b6; hierro,"leche, yogur, queso, huevos, champinones, carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, patata, platano, aguacate, brocoli, coliflor",parafraseado
grietas en comisuras de la boca,se me agrietan las esquinas de la boca,riboflavina (b2); vitamina b6; hierro,"leche, yogur, queso, huevos, champinones, carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, patata, platano, aguacate, brocoli, coliflor",original
grietas en comisuras de la boca,se me agrietan las esquinas de la boca y me pasa a menudo,riboflavina (b2); vitamina b6; hierro,"leche, yogur, queso, huevos, champinones, carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, patata, platano, aguacate, brocoli, coliflor",parafraseado
grietas en comisuras de la boca,se me agrietan las esquinas de la boca y va a peor,riboflavina (b2); vitamina b6; hierro,"leche, yogur, queso, huevos, champinones, carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, patata, platano, aguacate, brocoli, coliflor",parafraseado
grietas en comisuras de la boca,se me agrietan las esquinas de la boca y me preocupa,riboflavina (b2); vitamina b6; hierro,"leche, yogur, queso, huevos, champinones, carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, patata, platano, aguacate, brocoli, coliflor",parafraseado
grietas en comisuras de la boca,me arden las comisuras labiales,riboflavina (b2); vitamina b6; hierro,"leche, yogur, queso, huevos, champinones, carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, patata, platano, aguacate, brocoli, coliflor",original
grietas en comisuras de la boca,de un tiempo a esta parte me arden las comisuras labiales,riboflavina (b2); vitamina b6; hierro,"leche, yogur, queso, huevos, champinones, carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, patata, platano, aguacate, brocoli, coliflor",parafraseado
grietas en comisuras de la boca,me arden las comisuras labiales y me pasa a menudo,riboflavina (b2); vitamina b6; hierro,"leche, yogur, queso, huevos, champinones, carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, patata, platano, aguacate, brocoli, coliflor",parafraseado
grietas en comisuras de la boca,me arden las comisuras labiales y me preocupa,riboflavina (b2); vitamina b6; hierro,"leche, yogur, queso, huevos, champinones, carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, patata, platano, aguacate, brocoli, coliflor",parafraseado
grietas en comisuras de la boca,se me abren cortes pequenos al reir,riboflavina (b2); vitamina b6; hierro,"leche, yogur, queso, huevos, champinones, carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, patata, platano, aguacate, brocoli, coliflor",original
grietas en comisuras de la boca,por las mananas se me abren cortes pequenos al reir,riboflavina (b2); vitamina b6; hierro,"leche, yogur, queso, huevos, champinones, carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, patata, platano, aguacate, brocoli, coliflor",parafraseado
grietas en comisuras de la boca,por las mananas se me abren cortes pequenos al reir y me pasa a menudo,riboflavina (b2); vitamina b6; hierro,"leche, yogur, queso, huevos, champinones, carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, patata, platano, aguacate, brocoli, coliflor",parafraseado
grietas en comisuras de la boca,ultimamente se me abren cortes pequenos al reir,riboflavina (b2); vitamina b6; hierro,"leche, yogur, queso, huevos, champinones, carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, patata, platano, aguacate, brocoli, coliflor",parafraseado
lengua inflamada,tengo la lengua dolorida e inflamada,vitamina b12; folato; riboflavina (b2),"leche, yogur, queso, huevos, carne vacuno, carne cerdo, carne pollo, carne pavo, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, lechuga/endivia, aguacate, brocoli, coliflor, tomate, limon, champinones",original
lengua inflamada,desde hace semanas tengo la lengua dolorida e inflamada,vitamina b12; folato; riboflavina (b2),"leche, yogur, queso, huevos, carne vacuno, carne cerdo, carne pollo, carne pavo, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, lechuga/endivia, aguacate, brocoli, coliflor, tomate, limon, champinones",parafraseado
lengua inflamada,por las mananas tengo la lengua dolorida e inflamada,vitamina b12; folato; riboflavina (b2),"leche, yogur, queso, huevos, carne vacuno, carne cerdo, carne pollo, carne pavo, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, lechuga/endivia, aguacate, brocoli, coliflor, tomate, limon, champinones",parafraseado
lengua inflamada,desde hace semanas tengo la lengua dolorida e inflamada y no se por que,vitamina b12; folato; riboflavina (b2),"leche, yogur, queso, huevos, carne vacuno, carne cerdo, carne pollo, carne pavo, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, lechuga/endivia, aguacate, brocoli, coliflor, tomate, limon, champinones",parafraseado
lengua inflamada,siento ardor en la lengua,vitamina b12; folato; riboflavina (b2),"leche, yogur, queso, huevos, carne vacuno, carne cerdo, carne pollo, carne pavo, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, lechuga/endivia, aguacate, brocoli, coliflor, tomate, limon, champinones",original
lengua inflamada,siento ardor en la lengua y me preocupa,vitamina b12; folato; riboflavina (b2),"leche, yogur, queso, huevos, carne vacuno, carne cerdo, carne pollo, carne pavo, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, lechuga/endivia, aguacate, brocoli, coliflor, tomate, limon, champinones",parafraseado
lengua inflamada,ultimamente siento ardor en la lengua,vitamina b12; folato; riboflavina (b2),"leche, yogur, queso, huevos, carne vacuno, carne cerdo, carne pollo, carne pavo, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, lechuga/endivia, aguacate, brocoli, coliflor, tomate, limon, champinones",parafraseado
lengua inflamada,por las mananas siento ardor en la lengua y me pasa a menudo,vitamina b12; folato; riboflavina (b2),"leche, yogur, queso, huevos, carne vacuno, carne cerdo, carne pollo, carne pavo, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, lechuga/endivia, aguacate, brocoli, coliflor, tomate, limon, champinones",parafraseado
lengua inflamada,mi lengua esta roja y sensible,vitamina b12; folato; riboflavina (b2),"leche, yogur, queso, huevos, carne vacuno, carne cerdo, carne pollo, carne pavo, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, lechuga/endivia, aguacate, brocoli, coliflor, tomate, limon, champinones",original
lengua inflamada,ultimamente mi lengua esta roja y sensible,vitamina b12; folato; riboflavina (b2),"leche, yogur, queso, huevos, carne vacuno, carne cerdo, carne pollo, carne pavo, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, lechuga/endivia, aguacate, brocoli, coliflor, tomate, limon, champinones",parafraseado
lengua inflamada,ultimamente mi lengua esta roja y sensible y cada vez mas frecuente,vitamina b12; folato; riboflavina (b2),"leche, yogur, queso, huevos, carne vacuno, carne cerdo, carne pollo, carne pavo, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, lechuga/endivia, aguacate, brocoli, coliflor, tomate, limon, champinones",parafraseado
lengua inflamada,mi lengua esta roja y sensible y no se por que,vitamina b12; folato; riboflavina (b2),"leche, yogur, queso, huevos, carne vacuno, carne cerdo, carne pollo, carne pavo, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, lechuga/endivia, aguacate, brocoli, coliflor, tomate, limon, champinones",parafraseado
lengua inflamada,me cuesta comer por dolor en la lengua,vitamina b12; folato; riboflavina (b2),"leche, yogur, queso, huevos, carne vacuno, carne cerdo, carne pollo, carne pavo, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, lechuga/endivia, aguacate, brocoli, coliflor, tomate, limon, champinones",original
lengua inflamada,me cuesta comer por dolor en la lengua y cada vez mas frecuente,vitamina b12; folato; riboflavina (b2),"leche, yogur, queso, huevos, carne vacuno, carne cerdo, carne pollo, carne pavo, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, lechuga/endivia, aguacate, brocoli, coliflor, tomate, limon, champinones",parafraseado
lengua inflamada,desde hace semanas me cuesta comer por dolor en la lengua y no se por que,vitamina b12; folato; riboflavina (b2),"leche, yogur, queso, huevos, carne vacuno, carne cerdo, carne pollo, carne pavo, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, lechuga/endivia, aguacate, brocoli, coliflor, tomate, limon, champinones",parafraseado
lengua inflamada,por las mananas me cuesta comer por dolor en la lengua,vitamina b12; folato; riboflavina (b2),"leche, yogur, queso, huevos, carne vacuno, carne cerdo, carne pollo, carne pavo, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, lechuga/endivia, aguacate, brocoli, coliflor, tomate, limon, champinones",parafraseado
lengua inflamada,noto la lengua hinchada,vitamina b12; folato; riboflavina (b2),"leche, yogur, queso, huevos, carne vacuno, carne cerdo, carne pollo, carne pavo, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, lechuga/endivia, aguacate, brocoli, coliflor, tomate, limon, champinones",original
lengua inflamada,por las mananas noto la lengua hinchada y me pasa a menudo,vitamina b12; folato; riboflavina (b2),"leche, yogur, queso, huevos, carne vacuno, carne cerdo, carne pollo, carne pavo, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, lechuga/endivia, aguacate, brocoli, coliflor, tomate, limon, champinones",parafraseado
lengua inflamada,de un tiempo a esta parte noto la lengua hinchada,vitamina b12; folato; riboflavina (b2),"leche, yogur, queso, huevos, carne vacuno, carne cerdo, carne pollo, carne pavo, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, lechuga/endivia, aguacate, brocoli, coliflor, tomate, limon, champinones",parafraseado
lengua inflamada,ultimamente noto la lengua hinchada,vitamina b12; folato; riboflavina (b2),"leche, yogur, queso, huevos, carne vacuno, carne cerdo, carne pollo, carne pavo, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, lechuga/endivia, aguacate, brocoli, coliflor, tomate, limon, champinones",parafraseado
dermatitis,me salen brotes de dermatitis,niacina (b3); zinc; vitamina b6,"carne pollo, carne pavo, carne cerdo, carne vacuno, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, champinones, patata, platano, aguacate, leche, yogur, queso",original
dermatitis,ultimamente me salen brotes de dermatitis y no se por que,niacina (b3); zinc; vitamina b6,"carne pollo, carne pavo, carne cerdo, carne vacuno, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, champinones, patata, platano, aguacate, leche, yogur, queso",parafraseado
dermatitis,estos dias me salen brotes de dermatitis y va a peor,niacina (b3); zinc; vitamina b6,"carne pollo, carne pavo, carne cerdo, carne vacuno, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, champinones, patata, platano, aguacate, leche, yogur, queso",parafraseado
dermatitis,me salen brotes de dermatitis y me preocupa,niacina (b3); zinc; vitamina b6,"carne pollo, carne pavo, carne cerdo, carne vacuno, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, champinones, patata, platano, aguacate, leche, yogur, queso",parafraseado
dermatitis,tengo erupciones y picor en la piel,niacina (b3); zinc; vitamina b6,"carne pollo, carne pavo, carne cerdo, carne vacuno, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, champinones, patata, platano, aguacate, leche, yogur, queso",original
dermatitis,ultimamente tengo erupciones y picor en la piel y me pasa a menudo,niacina (b3); zinc; vitamina b6,"carne pollo, carne pavo, carne cerdo, carne vacuno, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, champinones, patata, platano, aguacate, leche, yogur, queso",parafraseado
dermatitis,desde hace semanas tengo erupciones y picor en la piel y me preocupa,niacina (b3); zinc; vitamina b6,"carne pollo, carne pavo, carne cerdo, carne vacuno, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, champinones, patata, platano, aguacate, leche, yogur, queso",parafraseado
dermatitis,estos dias tengo erupciones y picor en la piel,niacina (b3); zinc; vitamina b6,"carne pollo, carne pavo, carne cerdo, carne vacuno, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, champinones, patata, platano, aguacate, leche, yogur, queso",parafraseado
dermatitis,se me irrita la piel con facilidad,niacina (b3); zinc; vitamina b6,"carne pollo, carne pavo, carne cerdo, carne vacuno, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, champinones, patata, platano, aguacate, leche, yogur, queso",original
dermatitis,por las mananas se me irrita la piel con facilidad,niacina (b3); zinc; vitamina b6,"carne pollo, carne pavo, carne cerdo, carne vacuno, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, champinones, patata, platano, aguacate, leche, yogur, queso",parafraseado
dermatitis,ultimamente se me irrita la piel con facilidad y no se por que,niacina (b3); zinc; vitamina b6,"carne pollo, carne pavo, carne cerdo, carne vacuno, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, champinones, patata, platano, aguacate, leche, yogur, queso",parafraseado
dermatitis,por las mananas se me irrita la piel con facilidad y cada vez mas frecuente,niacina (b3); zinc; vitamina b6,"carne pollo, carne pavo, carne cerdo, carne vacuno, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, champinones, patata, platano, aguacate, leche, yogur, queso",parafraseado
dermatitis,aparecen placas rojas con comezon,niacina (b3); zinc; vitamina b6,"carne pollo, carne pavo, carne cerdo, carne vacuno, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, champinones, patata, platano, aguacate, leche, yogur, queso",original
dermatitis,de un tiempo a esta parte aparecen placas rojas con comezon,niacina (b3); zinc; vitamina b6,"carne pollo, carne pavo, carne cerdo, carne vacuno, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, champinones, patata, platano, aguacate, leche, yogur, queso",parafraseado
dermatitis,desde hace semanas aparecen placas rojas con comezon y cada vez mas frecuente,niacina (b3); zinc; vitamina b6,"carne pollo, carne pavo, carne cerdo, carne vacuno, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, champinones, patata, platano, aguacate, leche, yogur, queso",parafraseado
dermatitis,desde hace semanas aparecen placas rojas con comezon y no se por que,niacina (b3); zinc; vitamina b6,"carne pollo, carne pavo, carne cerdo, carne vacuno, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, champinones, patata, platano, aguacate, leche, yogur, queso",parafraseado
dermatitis,tengo la piel inflamada en zonas,niacina (b3); zinc; vitamina b6,"carne pollo, carne pavo, carne cerdo, carne vacuno, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, champinones, patata, platano, aguacate, leche, yogur, queso",original
dermatitis,por las mananas tengo la piel inflamada en zonas y me pasa a menudo,niacina (b3); zinc; vitamina b6,"carne pollo, carne pavo, carne cerdo, carne vacuno, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, champinones, patata, platano, aguacate, leche, yogur, queso",parafraseado
dermatitis,de un tiempo a esta parte tengo la piel inflamada en zonas,niacina (b3); zinc; vitamina b6,"carne pollo, carne pavo, carne cerdo, carne vacuno, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, champinones, patata, platano, aguacate, leche, yogur, queso",parafraseado
dermatitis,tengo la piel inflamada en zonas y va a peor,niacina (b3); zinc; vitamina b6,"carne pollo, carne pavo, carne cerdo, carne vacuno, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, champinones, patata, platano, aguacate, leche, yogur, queso",parafraseado
sabor u olfato alterado,he perdido parte del olfato,zinc,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, gambas/langostinos, mix de marisco/molusco, salmon, merluza, lubina, huevos, queso, yogur, leche",original
sabor u olfato alterado,de un tiempo a esta parte he perdido parte del olfato y me pasa a menudo,zinc,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, gambas/langostinos, mix de marisco/molusco, salmon, merluza, lubina, huevos, queso, yogur, leche",parafraseado
sabor u olfato alterado,estos dias he perdido parte del olfato,zinc,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, gambas/langostinos, mix de marisco/molusco, salmon, merluza, lubina, huevos, queso, yogur, leche",parafraseado
sabor u olfato alterado,por las mananas he perdido parte del olfato,zinc,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, gambas/langostinos, mix de marisco/molusco, salmon, merluza, lubina, huevos, queso, yogur, leche",parafraseado
sabor u olfato alterado,las comidas me saben distinto,zinc,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, gambas/langostinos, mix de marisco/molusco, salmon, merluza, lubina, huevos, queso, yogur, leche",original
sabor u olfato alterado,desde hace semanas las comidas me saben distinto y me preocupa,zinc,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, gambas/langostinos, mix de marisco/molusco, salmon, merluza, lubina, huevos, queso, yogur, leche",parafraseado
sabor u olfato alterado,por las mananas las comidas me saben distinto,zinc,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, gambas/langostinos, mix de marisco/molusco, salmon, merluza, lubina, huevos, queso, yogur, leche",parafraseado
sabor u olfato alterado,ultimamente las comidas me saben distinto,zinc,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, gambas/langostinos, mix de marisco/molusco, salmon, merluza, lubina, huevos, queso, yogur, leche",parafraseado
sabor u olfato alterado,no distingo bien los sabores,zinc,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, gambas/langostinos, mix de marisco/molusco, salmon, merluza, lubina, huevos, queso, yogur, leche",original
sabor u olfato alterado,estos dias no distingo bien los sabores,zinc,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, gambas/langostinos, mix de marisco/molusco, salmon, merluza, lubina, huevos, queso, yogur, leche",parafraseado
sabor u olfato alterado,ultimamente no distingo bien los sabores y cada vez mas frecuente,zinc,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, gambas/langostinos, mix de marisco/molusco, salmon, merluza, lubina, huevos, queso, yogur, leche",parafraseado
sabor u olfato alterado,estos dias no distingo bien los sabores y cada vez mas frecuente,zinc,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, gambas/langostinos, mix de marisco/molusco, salmon, merluza, lubina, huevos, queso, yogur, leche",parafraseado
sabor u olfato alterado,mi olfato esta mas debil,zinc,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, gambas/langostinos, mix de marisco/molusco, salmon, merluza, lubina, huevos, queso, yogur, leche",original
sabor u olfato alterado,desde hace semanas mi olfato esta mas debil y me pasa a menudo,zinc,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, gambas/langostinos, mix de marisco/molusco, salmon, merluza, lubina, huevos, queso, yogur, leche",parafraseado
sabor u olfato alterado,estos dias mi olfato esta mas debil y me pasa a menudo,zinc,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, gambas/langostinos, mix de marisco/molusco, salmon, merluza, lubina, huevos, queso, yogur, leche",parafraseado
sabor u olfato alterado,estos dias mi olfato esta mas debil y cada vez mas frecuente,zinc,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, gambas/langostinos, mix de marisco/molusco, salmon, merluza, lubina, huevos, queso, yogur, leche",parafraseado
sabor u olfato alterado,siento el gusto apagado,zinc,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, gambas/langostinos, mix de marisco/molusco, salmon, merluza, lubina, huevos, queso, yogur, leche",original
sabor u olfato alterado,de un tiempo a esta parte siento el gusto apagado y cada vez mas frecuente,zinc,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, gambas/langostinos, mix de marisco/molusco, salmon, merluza, lubina, huevos, queso, yogur, leche",parafraseado
sabor u olfato alterado,ultimamente siento el gusto apagado,zinc,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, gambas/langostinos, mix de marisco/molusco, salmon, merluza, lubina, huevos, queso, yogur, leche",parafraseado
sabor u olfato alterado,siento el gusto apagado y me pasa a menudo,zinc,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, gambas/langostinos, mix de marisco/molusco, salmon, merluza, lubina, huevos, queso, yogur, leche",parafraseado
frio constante,siempre tengo frio aunque otros no,yodo,"merluza, lubina, salmon, gambas/langostinos, mix de marisco/molusco, leche, yogur, queso, huevos",original
frio constante,por las mananas siempre tengo frio aunque otros no y me pasa a menudo,yodo,"merluza, lubina, salmon, gambas/langostinos, mix de marisco/molusco, leche, yogur, queso, huevos",parafraseado
frio constante,por las mananas siempre tengo frio aunque otros no y va a peor,yodo,"merluza, lubina, salmon, gambas/langostinos, mix de marisco/molusco, leche, yogur, queso, huevos",parafraseado
frio constante,siempre tengo frio aunque otros no y no se por que,yodo,"merluza, lubina, salmon, gambas/langostinos, mix de marisco/molusco, leche, yogur, queso, huevos",parafraseado
frio constante,mis manos y pies estan frios,yodo,"merluza, lubina, salmon, gambas/langostinos, mix de marisco/molusco, leche, yogur, queso, huevos",original
frio constante,por las mananas mis manos y pies estan frios y me preocupa,yodo,"merluza, lubina, salmon, gambas/langostinos, mix de marisco/molusco, leche, yogur, queso, huevos",parafraseado
frio constante,mis manos y pies estan frios y me pasa a menudo,yodo,"merluza, lubina, salmon, gambas/langostinos, mix de marisco/molusco, leche, yogur, queso, huevos",parafraseado
frio constante,ultimamente mis manos y pies estan frios y cada vez mas frecuente,yodo,"merluza, lubina, salmon, gambas/langostinos, mix de marisco/molusco, leche, yogur, queso, huevos",parafraseado
frio constante,me cuesta entrar en calor,yodo,"merluza, lubina, salmon, gambas/langostinos, mix de marisco/molusco, leche, yogur, queso, huevos",original
frio constante,de un tiempo a esta parte me cuesta entrar en calor y me pasa a menudo,yodo,"merluza, lubina, salmon, gambas/langostinos, mix de marisco/molusco, leche, yogur, queso, huevos",parafraseado
frio constante,de un tiempo a esta parte me cuesta entrar en calor,yodo,"merluza, lubina, salmon, gambas/langostinos, mix de marisco/molusco, leche, yogur, queso, huevos",parafraseado
frio constante,de un tiempo a esta parte me cuesta entrar en calor y me preocupa,yodo,"merluza, lubina, salmon, gambas/langostinos, mix de marisco/molusco, leche, yogur, queso, huevos",parafraseado
frio constante,tengo frio incluso en casa,yodo,"merluza, lubina, salmon, gambas/langostinos, mix de marisco/molusco, leche, yogur, queso, huevos",original
frio constante,por las mananas tengo frio incluso en casa y me preocupa,yodo,"merluza, lubina, salmon, gambas/langostinos, mix de marisco/molusco, leche, yogur, queso, huevos",parafraseado
frio constante,desde hace semanas tengo frio incluso en casa y va a peor,yodo,"merluza, lubina, salmon, gambas/langostinos, mix de marisco/molusco, leche, yogur, queso, huevos",parafraseado
frio constante,desde hace semanas tengo frio incluso en casa y me pasa a menudo,yodo,"merluza, lubina, salmon, gambas/langostinos, mix de marisco/molusco, leche, yogur, queso, huevos",parafraseado
frio constante,siento escalofrios leves a menudo,yodo,"merluza, lubina, salmon, gambas/langostinos, mix de marisco/molusco, leche, yogur, queso, huevos",original
frio constante,ultimamente siento escalofrios leves a menudo,yodo,"merluza, lubina, salmon, gambas/langostinos, mix de marisco/molusco, leche, yogur, queso, huevos",parafraseado
frio constante,estos dias siento escalofrios leves a menudo y no se por que,yodo,"merluza, lubina, salmon, gambas/langostinos, mix de marisco/molusco, leche, yogur, queso, huevos",parafraseado
frio constante,siento escalofrios leves a menudo y no se por que,yodo,"merluza, lubina, salmon, gambas/langostinos, mix de marisco/molusco, leche, yogur, queso, huevos",parafraseado
dolor articular,me duelen las articulaciones,omega-3; vitamina d,"salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, champinones",original
dolor articular,de un tiempo a esta parte me duelen las articulaciones,omega-3; vitamina d,"salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, champinones",parafraseado
dolor articular,de un tiempo a esta parte me duelen las articulaciones y me pasa a menudo,omega-3; vitamina d,"salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, champinones",parafraseado
dolor articular,por las mananas me duelen las articulaciones,omega-3; vitamina d,"salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, champinones",parafraseado
dolor articular,siento rigidez al levantarme,omega-3; vitamina d,"salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, champinones",original
dolor articular,ultimamente siento rigidez al levantarme,omega-3; vitamina d,"salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, champinones",parafraseado
dolor articular,siento rigidez al levantarme y no se por que,omega-3; vitamina d,"salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, champinones",parafraseado
dolor articular,estos dias siento rigidez al levantarme y no se por que,omega-3; vitamina d,"salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, champinones",parafraseado
dolor articular,tengo dolor en rodillas y manos,omega-3; vitamina d,"salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, champinones",original
dolor articular,estos dias tengo dolor en rodillas y manos,omega-3; vitamina d,"salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, champinones",parafraseado
dolor articular,tengo dolor en rodillas y manos y no se por que,omega-3; vitamina d,"salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, champinones",parafraseado
dolor articular,estos dias tengo dolor en rodillas y manos y no se por que,omega-3; vitamina d,"salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, champinones",parafraseado
dolor articular,me crujen y duelen las articulaciones,omega-3; vitamina d,"salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, champinones",original
dolor articular,por las mananas me crujen y duelen las articulaciones y no se por que,omega-3; vitamina d,"salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, champinones",parafraseado
dolor articular,ultimamente me crujen y duelen las articulaciones y me preocupa,omega-3; vitamina d,"salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, champinones",parafraseado
dolor articular,ultimamente me crujen y duelen las articulaciones,omega-3; vitamina d,"salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, champinones",parafraseado
